Valid time	Local time	Precipitation[mm] (acc.)	Temperature[degC]	SSRD[Jm-2] (acc.)
2022-06-13T09:00+00:00	2022-06-13T10:00+01:00	0.097125	17.581092	5476966.372000
2022-06-13T10:00+00:00	2022-06-13T11:00+01:00	0.385925	17.633709	7599740.827200
2022-06-13T11:00+00:00	2022-06-13T12:00+01:00	0.476785	18.089620	9771287.847200
2022-06-13T12:00+00:00	2022-06-13T13:00+01:00	0.526452	19.376591	12627309.760000
2022-06-13T13:00+00:00	2022-06-13T14:00+01:00	0.889993	18.939057	15098250.952000
2022-06-13T14:00+00:00	2022-06-13T15:00+01:00	0.940222	19.259896	17202161.854400
2022-06-13T15:00+00:00	2022-06-13T16:00+01:00	0.966205	19.341651	19112352.266400
2022-06-13T16:00+00:00	2022-06-13T17:00+01:00	0.995653	18.782006	20476929.244800
2022-06-13T17:00+00:00	2022-06-13T18:00+01:00	0.995653	17.811197	21276868.164800
2022-06-13T18:00+00:00	2022-06-13T19:00+01:00	0.995653	17.307452	21796763.584800
2022-06-13T19:00+00:00	2022-06-13T20:00+01:00	0.996080	16.456168	21981736.352000
2022-06-13T20:00+00:00	2022-06-13T21:00+01:00	0.996080	15.638039	21992681.543200
2022-06-13T21:00+00:00	2022-06-13T22:00+01:00	0.996080	14.747255	21992681.543200
2022-06-13T22:00+00:00	2022-06-13T23:00+01:00	0.996080	13.886521	21992681.030400
2022-06-13T23:00+00:00	2022-06-14T00:00+01:00	0.996080	12.932791	21992681.030400
2022-06-14T00:00+00:00	2022-06-14T01:00+01:00	0.996080	12.681274	21992681.030400
2022-06-14T01:00+00:00	2022-06-14T02:00+01:00	0.000000	11.907868	0.000000
2022-06-14T02:00+00:00	2022-06-14T03:00+01:00	0.000000	11.234662	0.000000
2022-06-14T03:00+00:00	2022-06-14T04:00+01:00	0.000000	10.440335	0.000000
2022-06-14T04:00+00:00	2022-06-14T05:00+01:00	0.000000	10.539733	99742.470400
2022-06-14T05:00+00:00	2022-06-14T06:00+01:00	0.000000	12.133223	533865.436400
2022-06-14T06:00+00:00	2022-06-14T07:00+01:00	0.000000	13.298158	1390293.773600
2022-06-14T07:00+00:00	2022-06-14T08:00+01:00	0.017314	14.516458	2525720.441600
2022-06-14T08:00+00:00	2022-06-14T09:00+01:00	0.067704	15.800565	4088000.437600
2022-06-14T09:00+00:00	2022-06-14T10:00+01:00	0.081796	16.840663	5650761.840800
2022-06-14T10:00+00:00	2022-06-14T11:00+01:00	0.082727	17.422869	6958602.732800
2022-06-14T11:00+00:00	2022-06-14T12:00+01:00	0.082727	18.180531	8516040.917600
2022-06-14T12:00+00:00	2022-06-14T13:00+01:00	0.082727	19.259099	10746335.623200
2022-06-14T13:00+00:00	2022-06-14T14:00+01:00	0.082727	20.270536	13477106.745600
2022-06-14T14:00+00:00	2022-06-14T15:00+01:00	0.082727	20.904697	15820312.532800
2022-06-14T15:00+00:00	2022-06-14T16:00+01:00	0.082727	21.043531	17676688.972800
2022-06-14T16:00+00:00	2022-06-14T17:00+01:00	0.082727	21.221839	19297216.113600
2022-06-14T17:00+00:00	2022-06-14T18:00+01:00	0.082727	20.973996	20413410.376000
2022-06-14T18:00+00:00	2022-06-14T19:00+01:00	0.082727	20.276856	21014156.272000
2022-06-14T19:00+00:00	2022-06-14T20:00+01:00	0.082727	18.701313	21224419.608000
2022-06-14T20:00+00:00	2022-06-14T21:00+01:00	0.082727	17.071128	21236984.902400
2022-06-14T21:00+00:00	2022-06-14T22:00+01:00	0.082727	15.861610	21236984.902400
2022-06-14T22:00+00:00	2022-06-14T23:00+01:00	0.082727	14.896147	21236984.902400
2022-06-14T23:00+00:00	2022-06-15T00:00+01:00	0.082727	14.069181	21236984.902400
2022-06-15T00:00+00:00	2022-06-15T01:00+01:00	0.082727	13.295763	21236984.902400
2022-06-15T01:00+00:00	2022-06-15T02:00+01:00	0.000000	12.568232	0.000000
2022-06-15T02:00+00:00	2022-06-15T03:00+01:00	0.000000	11.836132	0.000000
2022-06-15T03:00+00:00	2022-06-15T04:00+01:00	0.000000	10.966747	0.000000
2022-06-15T04:00+00:00	2022-06-15T05:00+01:00	0.000000	10.784425	103939.092800
2022-06-15T05:00+00:00	2022-06-15T06:00+01:00	0.000000	13.070500	576104.626000
2022-06-15T06:00+00:00	2022-06-15T07:00+01:00	0.000000	15.590642	1542324.048000
2022-06-15T07:00+00:00	2022-06-15T08:00+01:00	0.000000	17.882831	3081213.534400
2022-06-15T08:00+00:00	2022-06-15T09:00+01:00	0.000000	20.127094	5155773.144000
2022-06-15T09:00+00:00	2022-06-15T10:00+01:00	0.000000	22.120579	7689929.703200
2022-06-15T10:00+00:00	2022-06-15T11:00+01:00	0.000000	23.641896	10565924.347200
2022-06-15T11:00+00:00	2022-06-15T12:00+01:00	0.000000	24.775120	13640237.688000
2022-06-15T12:00+00:00	2022-06-15T13:00+01:00	0.000000	25.635787	16747746.893600
2022-06-15T13:00+00:00	2022-06-15T14:00+01:00	0.000000	26.115057	19511390.924800
2022-06-15T14:00+00:00	2022-06-15T15:00+01:00	0.000000	26.644633	22199643.080000
2022-06-15T15:00+00:00	2022-06-15T16:00+01:00	0.000000	26.833115	24474758.801600
2022-06-15T16:00+00:00	2022-06-15T17:00+01:00	0.000000	26.742034	26184269.982400
2022-06-15T17:00+00:00	2022-06-15T18:00+01:00	0.000000	26.332846	27386289.443200
2022-06-15T18:00+00:00	2022-06-15T19:00+01:00	0.000000	25.071009	28060211.268800
2022-06-15T19:00+00:00	2022-06-15T20:00+01:00	0.000000	23.122292	28295170.940800
2022-06-15T20:00+00:00	2022-06-15T21:00+01:00	0.000000	21.304628	28308522.838400
2022-06-15T21:00+00:00	2022-06-15T22:00+01:00	0.000000	19.549416	28308522.838400
2022-06-15T22:00+00:00	2022-06-15T23:00+01:00	0.000435	17.892400	28308522.838400
2022-06-15T23:00+00:00	2022-06-16T00:00+01:00	0.000435	17.140565	28308522.838400
2022-06-16T00:00+00:00	2022-06-16T01:00+01:00	0.000435	16.119265	28308522.838400
2022-06-16T01:00+00:00	2022-06-16T02:00+01:00	0.000000	14.946459	0.000000
2022-06-16T02:00+00:00	2022-06-16T03:00+01:00	0.000000	14.374163	0.000000
2022-06-16T03:00+00:00	2022-06-16T04:00+01:00	0.000000	14.115773	0.000000
2022-06-16T04:00+00:00	2022-06-16T05:00+01:00	0.000000	14.240644	97785.108800
2022-06-16T05:00+00:00	2022-06-16T06:00+01:00	0.000000	15.995614	507188.884400
2022-06-16T06:00+00:00	2022-06-16T07:00+01:00	0.000000	17.786521	1419981.930400
2022-06-16T07:00+00:00	2022-06-16T08:00+01:00	0.000000	18.329200	2611276.147200
2022-06-16T08:00+00:00	2022-06-16T09:00+01:00	0.000954	19.972821	4498257.613600
2022-06-16T09:00+00:00	2022-06-16T10:00+01:00	0.013566	21.360286	6807641.384800
2022-06-16T10:00+00:00	2022-06-16T11:00+01:00	0.013566	22.120974	9208280.822400
2022-06-16T11:00+00:00	2022-06-16T12:00+01:00	0.013572	23.215388	12176059.320000
2022-06-16T12:00+00:00	2022-06-16T13:00+01:00	0.013574	23.970441	15245599.944000
2022-06-16T13:00+00:00	2022-06-16T14:00+01:00	0.013574	24.275916	18152283.600000
2022-06-16T14:00+00:00	2022-06-16T15:00+01:00	0.013574	24.419278	20719146.096800
2022-06-16T15:00+00:00	2022-06-16T16:00+01:00	0.013574	24.164073	22801446.276000
2022-06-16T16:00+00:00	2022-06-16T17:00+01:00	0.013574	23.716288	24497751.582400
2022-06-16T17:00+00:00	2022-06-16T18:00+01:00	0.013574	23.040886	25707074.511200
2022-06-16T18:00+00:00	2022-06-16T19:00+01:00	0.013574	22.199925	26380617.720000
2022-06-16T19:00+00:00	2022-06-16T20:00+01:00	0.013574	21.029033	26595415.919200
2022-06-16T20:00+00:00	2022-06-16T21:00+01:00	0.013574	19.629135	26609395.326400
2022-06-16T21:00+00:00	2022-06-16T22:00+01:00	0.013574	18.519780	26609395.326400
2022-06-16T22:00+00:00	2022-06-16T23:00+01:00	0.013574	17.675978	26609395.292800
2022-06-16T23:00+00:00	2022-06-17T00:00+01:00	0.013574	16.768921	26609395.292800
2022-06-17T00:00+00:00	2022-06-17T01:00+01:00	0.013574	15.676578	26609395.292800
2022-06-17T01:00+00:00	2022-06-17T02:00+01:00	0.000000	15.425077	0.000000
2022-06-17T02:00+00:00	2022-06-17T03:00+01:00	0.000000	14.702095	0.000000
2022-06-17T03:00+00:00	2022-06-17T04:00+01:00	0.000000	13.682002	0.000000
2022-06-17T04:00+00:00	2022-06-17T05:00+01:00	0.000000	12.976358	103513.009200
2022-06-17T05:00+00:00	2022-06-17T06:00+01:00	0.000000	14.636499	572897.758400
2022-06-17T06:00+00:00	2022-06-17T07:00+01:00	0.000000	17.456157	1543524.497600
2022-06-17T07:00+00:00	2022-06-17T08:00+01:00	0.000000	18.393249	3082660.074400
2022-06-17T08:00+00:00	2022-06-17T09:00+01:00	0.000000	19.879818	5160767.996000
2022-06-17T09:00+00:00	2022-06-17T10:00+01:00	0.000000	21.188012	7656189.948800
2022-06-17T10:00+00:00	2022-06-17T11:00+01:00	0.000000	22.519211	10527428.322400
2022-06-17T11:00+00:00	2022-06-17T12:00+01:00	0.000000	23.817434	13567375.226400
2022-06-17T12:00+00:00	2022-06-17T13:00+01:00	0.000000	24.867115	16635433.994400
2022-06-17T13:00+00:00	2022-06-17T14:00+01:00	0.000000	25.568871	19471051.217600
2022-06-17T14:00+00:00	2022-06-17T15:00+01:00	0.000000	25.982746	21894968.977600
2022-06-17T15:00+00:00	2022-06-17T16:00+01:00	0.000000	26.087212	23766656.639200
2022-06-17T16:00+00:00	2022-06-17T17:00+01:00	0.000441	25.761717	24976384.757600
2022-06-17T17:00+00:00	2022-06-17T18:00+01:00	0.000441	24.806100	25382422.115200
2022-06-17T18:00+00:00	2022-06-17T19:00+01:00	0.000870	23.726204	25603187.964000
2022-06-17T19:00+00:00	2022-06-17T20:00+01:00	0.003699	24.289785	25812928.081600
2022-06-17T20:00+00:00	2022-06-17T21:00+01:00	0.051874	23.341351	25824870.538400
2022-06-17T21:00+00:00	2022-06-17T22:00+01:00	0.051874	19.975227	25824870.538400
2022-06-17T22:00+00:00	2022-06-17T23:00+01:00	0.051874	18.937265	25824869.051200
2022-06-17T23:00+00:00	2022-06-18T00:00+01:00	0.051874	17.762089	25824869.051200
2022-06-18T00:00+00:00	2022-06-18T01:00+01:00	0.051874	17.395980	25824869.051200
2022-06-18T01:00+00:00	2022-06-18T02:00+01:00	0.000000	17.551044	0.000000
2022-06-18T02:00+00:00	2022-06-18T03:00+01:00	0.000000	17.799517	0.000000
2022-06-18T03:00+00:00	2022-06-18T04:00+01:00	0.000000	18.031450	0.000000
2022-06-18T04:00+00:00	2022-06-18T05:00+01:00	0.000000	18.613585	100999.957200
2022-06-18T05:00+00:00	2022-06-18T06:00+01:00	0.000000	20.201116	562761.106400
2022-06-18T06:00+00:00	2022-06-18T07:00+01:00	0.000000	22.624231	1529417.420800
2022-06-18T07:00+00:00	2022-06-18T08:00+01:00	0.000000	24.907981	3041261.155200
2022-06-18T08:00+00:00	2022-06-18T09:00+01:00	0.000000	27.050522	5077031.624000
2022-06-18T09:00+00:00	2022-06-18T10:00+01:00	0.000000	28.855742	7570195.353600
2022-06-18T10:00+00:00	2022-06-18T11:00+01:00	0.000000	30.498424	10397087.096000
2022-06-18T11:00+00:00	2022-06-18T12:00+01:00	0.000000	31.901121	13412897.666400
2022-06-18T12:00+00:00	2022-06-18T13:00+01:00	0.000000	32.858235	16461638.052800
2022-06-18T13:00+00:00	2022-06-18T14:00+01:00	0.000435	33.363228	19379850.703200
2022-06-18T14:00+00:00	2022-06-18T15:00+01:00	0.000861	33.551100	21998625.555200
2022-06-18T15:00+00:00	2022-06-18T16:00+01:00	0.000861	33.437510	24208436.752800
2022-06-18T16:00+00:00	2022-06-18T17:00+01:00	0.000861	33.059494	25930863.996800
2022-06-18T17:00+00:00	2022-06-18T18:00+01:00	0.001281	32.448160	27120435.323200
2022-06-18T18:00+00:00	2022-06-18T19:00+01:00	0.001717	30.374473	27791742.042400
2022-06-18T19:00+00:00	2022-06-18T20:00+01:00	0.001717	28.897550	27966587.677600
2022-06-18T20:00+00:00	2022-06-18T21:00+01:00	0.001717	26.703855	27980511.277600
2022-06-18T21:00+00:00	2022-06-18T22:00+01:00	0.001717	24.941184	27980511.277600
2022-06-18T22:00+00:00	2022-06-18T23:00+01:00	0.001720	23.752524	27980511.277600
2022-06-18T23:00+00:00	2022-06-19T00:00+01:00	0.001726	22.734751	27980513.630400
2022-06-19T00:00+00:00	2022-06-19T01:00+01:00	0.001730	21.859570	27980513.630400
2022-06-19T01:00+00:00	2022-06-19T02:00+01:00	0.000000	21.806967	0.000000
2022-06-19T02:00+00:00	2022-06-19T03:00+01:00	0.000000	22.244011	0.000000
2022-06-19T03:00+00:00	2022-06-19T04:00+01:00	0.000000	22.591195	0.000000
2022-06-19T04:00+00:00	2022-06-19T05:00+01:00	0.000000	23.100384	100948.358400
2022-06-19T05:00+00:00	2022-06-19T06:00+01:00	0.000000	24.475395	563328.204800
2022-06-19T06:00+00:00	2022-06-19T07:00+01:00	0.000000	26.217212	1531409.214400
2022-06-19T07:00+00:00	2022-06-19T08:00+01:00	0.000000	28.231188	3040957.077600
2022-06-19T08:00+00:00	2022-06-19T09:00+01:00	0.000000	30.159024	5102760.045600
2022-06-19T09:00+00:00	2022-06-19T10:00+01:00	0.000000	31.765275	7619463.814400
2022-06-19T10:00+00:00	2022-06-19T11:00+01:00	0.000000	32.784921	10464008.504800
2022-06-19T11:00+00:00	2022-06-19T12:00+01:00	0.000000	33.439960	13462244.178400
2022-06-19T12:00+00:00	2022-06-19T13:00+01:00	0.410817	32.464578	16368200.677600
2022-06-19T13:00+00:00	2022-06-19T14:00+01:00	0.411129	31.445253	17700311.392800
2022-06-19T14:00+00:00	2022-06-19T15:00+01:00	0.411129	30.851907	19412448.537600
2022-06-19T15:00+00:00	2022-06-19T16:00+01:00	0.571605	30.224617	21349323.086400
2022-06-19T16:00+00:00	2022-06-19T17:00+01:00	0.571605	29.710432	22717181.517600
2022-06-19T17:00+00:00	2022-06-19T18:00+01:00	0.571605	28.467208	23657967.468800
2022-06-19T18:00+00:00	2022-06-19T19:00+01:00	0.572037	26.387710	24108777.899200
2022-06-19T19:00+00:00	2022-06-19T20:00+01:00	0.572037	21.780553	24343077.710400
2022-06-19T20:00+00:00	2022-06-19T21:00+01:00	0.572037	20.753274	24357048.465600
2022-06-19T21:00+00:00	2022-06-19T22:00+01:00	0.572037	20.130675	24357048.465600
2022-06-19T22:00+00:00	2022-06-19T23:00+01:00	0.572037	19.584956	24357050.272000
2022-06-19T23:00+00:00	2022-06-20T00:00+01:00	0.585796	18.989572	24357050.272000
2022-06-20T00:00+00:00	2022-06-20T01:00+01:00	1.152855	18.210893	24357050.272000
2022-06-20T01:00+00:00	2022-06-20T02:00+01:00	2.680247	17.060776	0.000000
2022-06-20T02:00+00:00	2022-06-20T03:00+01:00	5.620392	16.267347	0.000000
2022-06-20T03:00+00:00	2022-06-20T04:00+01:00	8.586552	15.540851	0.000000
2022-06-20T04:00+00:00	2022-06-20T05:00+01:00	10.088273	15.137870	57580.782000
2022-06-20T05:00+00:00	2022-06-20T06:00+01:00	10.826686	15.271255	322809.152800
2022-06-20T06:00+00:00	2022-06-20T07:00+01:00	11.167196	15.498253	738019.141600
2022-06-20T07:00+00:00	2022-06-20T08:00+01:00	12.506373	16.376463	1663606.514400
2022-06-20T08:00+00:00	2022-06-20T09:00+01:00	13.203750	16.846169	2742850.354400
2022-06-20T09:00+00:00	2022-06-20T10:00+01:00	14.758272	16.848336	3554058.556800
2022-06-20T10:00+00:00	2022-06-20T11:00+01:00	17.591405	16.554481	3953682.744800
2022-06-20T11:00+00:00	2022-06-20T12:00+01:00	19.684551	16.043863	4137939.943200
2022-06-20T12:00+00:00	2022-06-20T13:00+01:00	20.391357	15.458507	4422392.839200
2022-06-20T13:00+00:00	2022-06-20T14:00+01:00	20.450711	14.966120	4809096.056000
2022-06-20T14:00+00:00	2022-06-20T15:00+01:00	20.474887	15.843575	5560607.003200
2022-06-20T15:00+00:00	2022-06-20T16:00+01:00	20.482208	17.699060	7137245.157600
2022-06-20T16:00+00:00	2022-06-20T17:00+01:00	20.482208	19.249940	8912470.835200
2022-06-20T17:00+00:00	2022-06-20T18:00+01:00	20.482208	19.771288	10153794.031200
2022-06-20T18:00+00:00	2022-06-20T19:00+01:00	20.482208	19.361675	10868328.872800
2022-06-20T19:00+00:00	2022-06-20T20:00+01:00	20.493161	16.026296	11090273.936000
2022-06-20T20:00+00:00	2022-06-20T21:00+01:00	20.497288	15.518392	11102653.010400
2022-06-20T21:00+00:00	2022-06-20T22:00+01:00	20.497288	15.134982	11102653.010400
2022-06-20T22:00+00:00	2022-06-20T23:00+01:00	20.497288	14.498543	11102653.430400
2022-06-20T23:00+00:00	2022-06-21T00:00+01:00	20.497288	13.788376	11102653.430400
2022-06-21T00:00+00:00	2022-06-21T01:00+01:00	20.497288	13.146997	11102653.430400
2022-06-21T01:00+00:00	2022-06-21T02:00+01:00	0.000000	12.624209	0.000000
2022-06-21T02:00+00:00	2022-06-21T03:00+01:00	0.000000	12.140736	0.000000
2022-06-21T03:00+00:00	2022-06-21T04:00+01:00	0.000000	11.596910	0.000000
2022-06-21T04:00+00:00	2022-06-21T05:00+01:00	0.000000	11.109717	104450.206800
2022-06-21T05:00+00:00	2022-06-21T06:00+01:00	0.000000	12.247745	578980.702800
2022-06-21T06:00+00:00	2022-06-21T07:00+01:00	0.000000	13.338345	1556819.635200
2022-06-21T07:00+00:00	2022-06-21T08:00+01:00	0.000000	14.276335	2861599.953600
2022-06-21T08:00+00:00	2022-06-21T09:00+01:00	0.000000	15.546052	4623938.632800
2022-06-21T09:00+00:00	2022-06-21T10:00+01:00	0.000000	16.961050	7000194.800000
2022-06-21T10:00+00:00	2022-06-21T11:00+01:00	0.000000	18.225245	9595825.130400
2022-06-21T11:00+00:00	2022-06-21T12:00+01:00	0.000000	19.690893	12706155.533600
2022-06-21T12:00+00:00	2022-06-21T13:00+01:00	0.000000	20.751308	15846271.877600
2022-06-21T13:00+00:00	2022-06-21T14:00+01:00	0.000000	21.602058	18887748.128000
2022-06-21T14:00+00:00	2022-06-21T15:00+01:00	0.000000	22.092164	21640073.867200
2022-06-21T15:00+00:00	2022-06-21T16:00+01:00	0.000000	22.332377	23930844.286400
2022-06-21T16:00+00:00	2022-06-21T17:00+01:00	0.000000	22.148941	25655031.817600
2022-06-21T17:00+00:00	2022-06-21T18:00+01:00	0.000000	21.761508	26813590.257600
2022-06-21T18:00+00:00	2022-06-21T19:00+01:00	0.000000	20.927995	27418576.350400
2022-06-21T19:00+00:00	2022-06-21T20:00+01:00	0.000000	19.132739	27669151.705600
2022-06-21T20:00+00:00	2022-06-21T21:00+01:00	0.000000	17.690082	27685342.158400
2022-06-21T21:00+00:00	2022-06-21T22:00+01:00	0.000000	16.249636	27685342.158400
2022-06-21T22:00+00:00	2022-06-21T23:00+01:00	0.000000	14.876795	27685342.158400
2022-06-21T23:00+00:00	2022-06-22T00:00+01:00	0.000000	14.752651	27685342.158400
2022-06-22T00:00+00:00	2022-06-22T01:00+01:00	0.000000	14.930307	27685342.158400
2022-06-22T01:00+00:00	2022-06-22T02:00+01:00	0.000000	13.356794	0.000000
2022-06-22T02:00+00:00	2022-06-22T03:00+01:00	0.000000	12.247645	0.000000
2022-06-22T03:00+00:00	2022-06-22T04:00+01:00	0.000000	12.045360	0.000000
2022-06-22T04:00+00:00	2022-06-22T05:00+01:00	0.000000	12.514534	96049.431200
2022-06-22T05:00+00:00	2022-06-22T06:00+01:00	0.000000	14.442963	539075.494400
2022-06-22T06:00+00:00	2022-06-22T07:00+01:00	0.000000	17.383999	1482650.028800
2022-06-22T07:00+00:00	2022-06-22T08:00+01:00	0.000000	19.187325	2896983.469600
2022-06-22T08:00+00:00	2022-06-22T09:00+01:00	0.000000	20.758632	4854117.984000
2022-06-22T09:00+00:00	2022-06-22T10:00+01:00	0.000426	21.902168	7097957.558400
2022-06-22T10:00+00:00	2022-06-22T11:00+01:00	0.000426	22.985557	9720427.544000
2022-06-22T11:00+00:00	2022-06-22T12:00+01:00	0.000426	24.081104	12635634.536800
2022-06-22T12:00+00:00	2022-06-22T13:00+01:00	0.000426	24.953881	15593750.825600
2022-06-22T13:00+00:00	2022-06-22T14:00+01:00	0.000426	25.510955	18397385.974400
2022-06-22T14:00+00:00	2022-06-22T15:00+01:00	0.000426	25.921087	21069580.011200
2022-06-22T15:00+00:00	2022-06-22T16:00+01:00	0.000426	25.969436	23298298.779200
2022-06-22T16:00+00:00	2022-06-22T17:00+01:00	0.000426	25.687671	25049813.990400
2022-06-22T17:00+00:00	2022-06-22T18:00+01:00	0.000426	25.103580	26270493.179200
2022-06-22T18:00+00:00	2022-06-22T19:00+01:00	0.000426	24.037022	26943848.444800
2022-06-22T19:00+00:00	2022-06-22T20:00+01:00	0.000426	22.466463	27184383.139200
2022-06-22T20:00+00:00	2022-06-22T21:00+01:00	0.000426	20.787574	27201324.936000
2022-06-22T21:00+00:00	2022-06-22T22:00+01:00	0.000426	19.558961	27201324.936000
2022-06-22T22:00+00:00	2022-06-22T23:00+01:00	0.000426	18.518228	27201324.936000
2022-06-22T23:00+00:00	2022-06-23T00:00+01:00	0.000426	17.356961	27201324.936000
2022-06-23T00:00+00:00	2022-06-23T01:00+01:00	0.000426	16.175034	27201324.936000
2022-06-23T01:00+00:00	2022-06-23T02:00+01:00	0.000000	14.996828	0.000000
2022-06-23T02:00+00:00	2022-06-23T03:00+01:00	0.000000	14.074928	0.000000
2022-06-23T03:00+00:00	2022-06-23T04:00+01:00	0.000000	13.439912	0.000000
2022-06-23T04:00+00:00	2022-06-23T05:00+01:00	0.000000	13.590112	101441.160800
2022-06-23T05:00+00:00	2022-06-23T06:00+01:00	0.000000	15.545673	568846.213600
2022-06-23T06:00+00:00	2022-06-23T07:00+01:00	0.000000	18.275444	1545967.359200
2022-06-23T07:00+00:00	2022-06-23T08:00+01:00	0.000000	20.703207	3075687.588000
2022-06-23T08:00+00:00	2022-06-23T09:00+01:00	0.000000	22.941393	5142298.527200
2022-06-23T09:00+00:00	2022-06-23T10:00+01:00	0.000000	24.920046	7671019.990400
2022-06-23T10:00+00:00	2022-06-23T11:00+01:00	0.000000	26.341719	10555771.200000
2022-06-23T11:00+00:00	2022-06-23T12:00+01:00	0.000000	27.345825	13656503.694400
2022-06-23T12:00+00:00	2022-06-23T13:00+01:00	0.000000	28.161516	16791473.257600
2022-06-23T13:00+00:00	2022-06-23T14:00+01:00	0.000000	28.747183	19796126.894400
2022-06-23T14:00+00:00	2022-06-23T15:00+01:00	0.000000	29.144360	22541807.022400
2022-06-23T15:00+00:00	2022-06-23T16:00+01:00	0.000000	29.237634	24846727.472000
2022-06-23T16:00+00:00	2022-06-23T17:00+01:00	0.000858	29.002800	26612334.782400
2022-06-23T17:00+00:00	2022-06-23T18:00+01:00	0.000858	28.426197	27814689.152000
2022-06-23T18:00+00:00	2022-06-23T19:00+01:00	0.000858	27.059574	28503161.920000
2022-06-23T19:00+00:00	2022-06-23T20:00+01:00	0.000858	25.179684	28758794.140800
2022-06-23T20:00+00:00	2022-06-23T21:00+01:00	0.000858	23.950577	28775469.720000
2022-06-23T21:00+00:00	2022-06-23T22:00+01:00	0.000858	23.067700	28775469.720000
2022-06-23T22:00+00:00	2022-06-23T23:00+01:00	0.000858	22.178409	28775469.720000
2022-06-23T23:00+00:00	2022-06-24T00:00+01:00	0.000858	21.364685	28775469.720000
2022-06-24T00:00+00:00	2022-06-24T01:00+01:00	0.000858	20.708665	28775469.720000
2022-06-24T01:00+00:00	2022-06-24T02:00+01:00	0.000000	20.127567	0.000000
2022-06-24T02:00+00:00	2022-06-24T03:00+01:00	0.000000	19.452351	0.000000
2022-06-24T03:00+00:00	2022-06-24T04:00+01:00	0.000000	18.742219	0.000000
2022-06-24T04:00+00:00	2022-06-24T05:00+01:00	0.000000	18.336516	101190.144400
2022-06-24T05:00+00:00	2022-06-24T06:00+01:00	0.000000	19.324606	576579.153600
2022-06-24T06:00+00:00	2022-06-24T07:00+01:00	0.000000	21.571757	1569409.976000
2022-06-24T07:00+00:00	2022-06-24T08:00+01:00	0.000000	23.754553	3118983.017600
2022-06-24T08:00+00:00	2022-06-24T09:00+01:00	0.000000	25.525965	5191162.836800
2022-06-24T09:00+00:00	2022-06-24T10:00+01:00	0.000000	26.958583	7615265.291200
2022-06-24T10:00+00:00	2022-06-24T11:00+01:00	0.003994	27.561328	10072031.234400
2022-06-24T11:00+00:00	2022-06-24T12:00+01:00	0.045155	27.646893	12407931.792800
2022-06-24T12:00+00:00	2022-06-24T13:00+01:00	0.110266	26.947050	14379396.478400
2022-06-24T13:00+00:00	2022-06-24T14:00+01:00	0.144415	25.812747	15773766.331200
2022-06-24T14:00+00:00	2022-06-24T15:00+01:00	0.166194	25.687980	17228965.356800
2022-06-24T15:00+00:00	2022-06-24T16:00+01:00	0.185272	25.748565	18739560.544000
2022-06-24T16:00+00:00	2022-06-24T17:00+01:00	0.185638	25.668106	19947781.928000
2022-06-24T17:00+00:00	2022-06-24T18:00+01:00	0.576292	25.018533	20838613.667200
2022-06-24T18:00+00:00	2022-06-24T19:00+01:00	0.581168	24.356838	21295319.748800
2022-06-24T19:00+00:00	2022-06-24T20:00+01:00	0.687922	23.542711	21469030.347200
2022-06-24T20:00+00:00	2022-06-24T21:00+01:00	0.920115	22.121820	21480802.107200
2022-06-24T21:00+00:00	2022-06-24T22:00+01:00	2.991580	20.575924	21480802.107200
2022-06-24T22:00+00:00	2022-06-24T23:00+01:00	4.113844	19.979997	21480802.107200
2022-06-24T23:00+00:00	2022-06-25T00:00+01:00	4.155454	19.898136	21480802.107200
2022-06-25T00:00+00:00	2022-06-25T01:00+01:00	4.156736	18.621323	21480802.107200
2022-06-25T01:00+00:00	2022-06-25T02:00+01:00	0.033857	18.723623	0.000000
2022-06-25T02:00+00:00	2022-06-25T03:00+01:00	0.052795	18.748715	0.000000
2022-06-25T03:00+00:00	2022-06-25T04:00+01:00	0.055412	18.519571	0.000000
2022-06-25T04:00+00:00	2022-06-25T05:00+01:00	0.056785	18.593341	54663.860400
2022-06-25T05:00+00:00	2022-06-25T06:00+01:00	0.170873	18.938739	298896.658000
2022-06-25T06:00+00:00	2022-06-25T07:00+01:00	0.270097	20.178420	1118635.328000
2022-06-25T07:00+00:00	2022-06-25T08:00+01:00	0.270172	20.504120	1903243.177600
2022-06-25T08:00+00:00	2022-06-25T09:00+01:00	0.284713	21.883927	3306449.229600
2022-06-25T09:00+00:00	2022-06-25T10:00+01:00	0.319439	23.164253	5113243.695200
2022-06-25T10:00+00:00	2022-06-25T11:00+01:00	0.328686	23.827312	6799263.173600
2022-06-25T11:00+00:00	2022-06-25T12:00+01:00	0.353118	24.587275	8814785.347200
2022-06-25T12:00+00:00	2022-06-25T13:00+01:00	0.375567	24.521466	10178053.025600
2022-06-25T13:00+00:00	2022-06-25T14:00+01:00	0.419179	25.100231	12149138.238400
2022-06-25T14:00+00:00	2022-06-25T15:00+01:00	0.438806	25.693904	14404136.091200
2022-06-25T15:00+00:00	2022-06-25T16:00+01:00	0.450213	25.600825	15731737.708800
2022-06-25T16:00+00:00	2022-06-25T17:00+01:00	0.452952	25.846156	17106287.276800
2022-06-25T17:00+00:00	2022-06-25T18:00+01:00	0.454839	25.661637	18064046.448000
2022-06-25T18:00+00:00	2022-06-25T19:00+01:00	0.454838	24.857600	18584400.753600
